Stellar,Mass,Luminosity,Radius,Temp,Color Index,Abs Mag,Bolo Corr,Bolo Mag,Star Color
Type,Mstar/Msun,Lstar/Lsun,Rstar/Rsun,K,B-V,Mv,BC(Temp),Mbol,RGB 0-255
F4Ia0,10.5,3.43E+05,3.89E+02,7193,0.34,-9,-0.09,-9.09,227 231 255
F4Ia,9,1.80E+05,2.82E+02,7193,0.34,-8.3,-0.09,-8.39,227 231 255
F4Ib,7.5,7.86E+03,5.89E+01,7193,0.34,-4.9,-0.09,-4.99,227 231 255
F4II,6,7.81E+02,2.05E+01,6840,0.42,-2.4,-0.08,-2.48,241 241 255
F4III,4.5,1.96E+01,3.25E+00,6840,0.42,1.6,-0.08,1.52,241 240 255
F4IV,3,1.96E+01,3.25E+00,6840,0.42,1.6,-0.08,1.52,234 235 255
F4V,1.4,4.50E+00,1.56E+00,6840,0.42,3.2,-0.08,3.12,224 226 255
F4VI,1.1,1.24E+00,8.17E-01,6840,0.42,4.6,-0.08,4.52,224 226 255
F5Ia0,10,3.74E+05,4.29E+02,7000,0.39,-9.1,-0.08,-9.18,219 225 255
F5Ia,8.6,1.63E+05,2.83E+02,7000,0.39,-8.2,-0.08,-8.28,219 225 255
F5Ib,7.1,7.82E+03,6.20E+01,7000,0.39,-4.9,-0.08,-4.98,219 225 255
F5II,5.7,7.83E+02,2.14E+01,6700,0.46,-2.4,-0.08,-2.48,247 242 255
F5III,4.3,2.16E+01,3.55E+00,6700,0.46,1.5,-0.08,1.42,242 240 255
F5IV,2.8,2.16E+01,3.55E+00,6700,0.46,1.5,-0.08,1.42,241 239 255
F5V,1.4,3.75E+00,1.48E+00,6700,0.46,3.4,-0.08,3.32,248 247 255
F5VI,1.1,1.03E+00,7.77E-01,6700,0.46,4.8,-0.08,4.72,248 247 255
F6Ia0,10,3.74E+05,4.60E+02,6760,0.44,-9.1,-0.08,-9.18,255 234 252
F6Ia,8.6,1.49E+05,2.90E+02,6760,0.44,-8.1,-0.08,-8.18,255 234 252
F6Ib,7.1,7.82E+03,6.64E+01,6760,0.44,-4.9,-0.08,-4.98,255 234 252
F6II,5.7,7.86E+02,2.24E+01,6560,0.49,-2.4,-0.09,-2.49,253 249 255
F6III,4.2,2.37E+01,3.89E+00,6560,0.49,1.4,-0.09,1.31,241 240 255
F6IV,2.8,1.64E+01,3.23E+00,6560,0.49,1.8,-0.09,1.71,241 239 255
F6V,1.3,3.13E+00,1.41E+00,6560,0.49,3.6,-0.09,3.51,244 241 255
F6VI,1,8.62E-01,7.41E-01,6560,0.49,5,-0.09,4.91,244 241 255
F7Ia0,10,4.13E+05,5.19E+02,6520,0.5,-9.2,-0.09,-9.29,255 243 250
F7Ia,8.5,1.37E+05,2.99E+02,6520,0.5,-8,-0.09,-8.09,255 243 250
F7Ib,7.1,7.18E+03,6.84E+01,6520,0.5,-4.8,-0.09,-4.89,255 243 250
F7II,5.6,7.91E+02,2.34E+01,6420,0.52,-2.4,-0.1,-2.5,255 250 251
F7III,4.2,2.62E+01,4.26E+00,6420,0.52,1.3,-0.1,1.2,241 240 255
F7IV,2.7,1.25E+01,2.95E+00,6420,0.52,2.1,-0.1,2,240 239 255
F7V,1.3,2.62E+00,1.35E+00,6420,0.52,3.8,-0.1,3.7,246 243 255
F7VI,1,7.91E-01,7.41E-01,6420,0.52,5.1,-0.1,5,246 243 255
F8Ia0,10,4.19E+05,5.64E+02,6280,0.56,-9.2,-0.11,-9.31,255 252 247
F8Ia,8.5,1.27E+05,3.10E+02,6280,0.56,-7.9,-0.11,-8.01,255 252 247
F8Ib,7.1,7.29E+03,7.43E+01,6280,0.56,-4.8,-0.11,-4.91,255 252 247
F8II,5.6,7.29E+02,2.35E+01,6280,0.56,-2.3,-0.11,-2.41,255 248 245
F8III,4.1,2.90E+01,4.69E+00,6280,0.56,1.2,-0.11,1.09,252 248 255
F8IV,2.7,1.05E+01,2.83E+00,6280,0.56,2.3,-0.11,2.19,255 252 253
F8V,1.2,2.41E+00,1.35E+00,6280,0.56,3.9,-0.11,3.79,255 247 252
F8VI,1,6.65E-01,7.10E-01,6280,0.56,5.3,-0.11,5.19,255 247 252
F9Ia0,10,4.73E+05,6.54E+02,6011,0.63,-9.3,-0.14,-9.44,255 246 233
F9Ia,8.5,1.30E+05,3.43E+02,6011,0.63,-7.9,-0.14,-8.04,255 246 233
F9Ib,7,6.84E+03,7.86E+01,6011,0.63,-4.7,-0.14,-4.84,255 246 233
F9II,5.6,7.39E+02,2.48E+01,6140,0.6,-2.3,-0.12,-2.42,255 246 239
F9III,4.1,3.22E+01,5.17E+00,6140,0.6,1.1,-0.12,0.98,255 246 245
F9IV,2.6,8.10E+00,2.59E+00,6140,0.6,2.6,-0.12,2.48,255 250 249
F9V,1.1,2.03E+00,1.30E+00,6140,0.6,4.1,-0.12,3.98,255 247 252
F9VI,0.9,6.14E-01,7.14E-01,6140,0.6,5.4,-0.12,5.28,255 247 252
G0Ia0,10,4.95E+05,7.32E+02,5743,0.7,-9.3,-0.19,-9.49,255 239 219
G0Ia,6.3,1.24E+05,3.67E+02,5743,0.7,-7.8,-0.19,-7.99,255 239 219
G0Ib,2.5,7.15E+03,8.81E+01,5743,0.7,-4.7,-0.19,-4.89,255 239 219
G0II,2.1,7.84E+02,2.92E+01,5743,0.7,-2.3,-0.19,-2.49,255 244 233
G0III,1.8,3.75E+01,6.38E+00,5743,0.7,1,-0.19,0.81,255 242 233
G0IV,1.4,6.25E+00,2.38E+00,6000,0.63,2.9,-0.14,2.76,255 248 245
G0V,1.1,1.72E+00,1.25E+00,6000,0.63,4.3,-0.14,4.16,255 248 252
G0VI,0.9,5.20E-01,6.88E-01,6000,0.63,5.6,-0.14,5.46,255 248 252
G1Ia0,10.5,5.27E+05,8.32E+02,5474,0.78,-9.3,-0.25,-9.55,255 238 212
G1Ia,6.6,1.32E+05,4.17E+02,5474,0.78,-7.8,-0.25,-8.05,255 238 212
G1Ib,2.6,7.62E+03,1.00E+02,5474,0.78,-4.7,-0.25,-4.95,255 238 212
G1II,2.2,8.35E+02,3.31E+01,5474,0.78,-2.3,-0.25,-2.55,255 243 227
G1III,1.8,4.38E+01,7.59E+00,5474,0.78,0.9,-0.25,0.65,255 243 233
G1IV,1.4,6.35E+00,2.50E+00,5890,0.66,2.9,-0.16,2.74,255 246 244
G1V,1,1.46E+00,1.19E+00,5890,0.66,4.5,-0.16,4.34,255 247 248
G1VI,0.9,4.40E-01,6.56E-01,5890,0.66,5.8,-0.16,5.64,255 247 248
G2Ia0,11,5.73E+05,9.59E+02,5206,0.86,-9.3,-0.35,-9.65,255 236 205
G2Ia,6.9,1.31E+05,4.59E+02,5206,0.86,-7.7,-0.35,-8.05,255 236 205
G2Ib,2.8,8.29E+03,1.15E+02,5206,0.86,-4.7,-0.35,-5.05,255 236 205
G2II,2.3,9.09E+02,3.82E+01,5206,0.86,-2.3,-0.35,-2.65,255 241 221
G2III,1.9,5.23E+01,9.16E+00,5206,0.86,0.8,-0.35,0.45,255 243 233
G2IV,1.4,6.48E+00,2.62E+00,5780,0.69,2.9,-0.18,2.72,255 244 242
G2V,1,1.23E+00,1.14E+00,5780,0.69,4.7,-0.18,4.52,255 245 242
G2VI,0.9,3.73E-01,6.28E-01,5780,0.69,6,-0.18,5.82,255 245 242
G3Ia0,11.5,7.03E+05,1.18E+03,4937,0.94,-9.4,-0.47,-9.87,255 231 203
G3Ia,7.2,1.47E+05,5.40E+02,4937,0.94,-7.7,-0.47,-8.17,255 231 203
G3Ib,2.9,8.46E+03,1.30E+02,4937,0.94,-4.6,-0.47,-5.07,255 231 203
G3II,2.4,1.11E+03,4.70E+01,4937,0.94,-2.4,-0.47,-2.87,255 239 215
G3III,1.9,7.03E+01,1.18E+01,4937,0.94,0.6,-0.47,0.13,255 243 233
G3IV,1.5,6.04E+00,2.63E+00,5670,0.72,3,-0.2,2.8,255 238 226
G3V,1,1.15E+00,1.15E+00,5670,0.72,4.8,-0.2,4.6,255 243 236
G3VI,0.8,3.48E-01,6.30E-01,5670,0.72,6.1,-0.2,5.9,255 243 236
G4Ia0,12,8.13E+05,1.42E+03,4669,1.03,-9.4,-0.62,-10.02,255 231 193
G4Ia,7.5,1.70E+05,6.49E+02,4669,1.03,-7.7,-0.62,-8.32,255 231 193
G4Ib,3,9.77E+03,1.56E+02,4669,1.03,-4.6,-0.62,-5.22,255 231 193
G4II,2.5,1.29E+03,5.65E+01,4669,1.03,-2.4,-0.62,-3.02,255 237 209
G4III,2,8.91E+01,1.49E+01,4669,1.03,0.5,-0.62,-0.12,255 243 233
G4IV,1.5,6.20E+00,2.76E+00,5560,0.75,3,-0.23,2.77,255 245 238
G4V,0.9,9.82E-01,1.10E+00,5560,0.75,5,-0.23,4.77,255 241 229
G4VI,0.8,2.97E-01,6.05E-01,5560,0.75,6.3,-0.23,6.07,255 241 229
G5Ia0,12.5,1.07E+06,1.84E+03,4400,1.13,-9.5,-0.83,-10.33,255 230 183
G5Ia,7.8,1.86E+05,7.66E+02,4400,1.13,-7.6,-0.83,-8.43,255 230 183
G5Ib,3.2,1.18E+04,1.92E+02,4400,1.13,-4.6,-0.83,-5.43,255 230 183
G5II,2.6,1.55E+03,6.99E+01,4400,1.13,-2.4,-0.83,-3.23,255 235 203
G5III,2,1.18E+02,1.92E+01,4400,1.13,0.4,-0.83,-0.43,255 236 211
G5IV,1.5,6.38E+00,2.92E+00,5450,0.79,3,-0.26,2.74,255 235 213
G5V,0.9,8.41E-01,1.06E+00,5450,0.79,5.2,-0.26,4.94,255 244 234
G5VI,0.8,2.54E-01,5.83E-01,5450,0.79,6.5,-0.26,6.24,255 244 234
G6Ia0,12.5,1.12E+06,1.93E+03,4343,1.15,-9.5,-0.88,-10.38,255 227 178
G6Ia,7.9,1.95E+05,8.04E+02,4343,1.15,-7.6,-0.88,-8.48,255 227 178
G6Ib,3.3,1.23E+04,2.02E+02,4343,1.15,-4.6,-0.88,-5.48,255 227 178
G6II,2.7,1.62E+03,7.33E+01,4343,1.15,-2.4,-0.88,-3.28,255 233 198
G6III,2.1,1.23E+02,2.02E+01,4343,1.15,0.4,-0.88,-0.48,255 236 215
G6IV,1.5,6.59E+00,3.09E+00,5340,0.82,3,-0.3,2.7,255 242 234
G6V,0.9,7.92E-01,1.07E+00,5340,0.82,5.3,-0.3,5,255 244 235
G6VI,0.8,2.18E-01,5.62E-01,5340,0.82,6.7,-0.3,6.4,255 244 235
G7Ia0,12.5,1.18E+06,2.03E+03,4286,1.17,-9.5,-0.93,-10.43,255 223 172
G7Ia,8,2.05E+05,8.46E+02,4286,1.17,-7.6,-0.93,-8.53,255 223 172
G7Ib,3.5,1.29E+04,2.12E+02,4286,1.17,-4.6,-0.93,-5.53,255 223 172
G7II,2.8,1.70E+03,7.71E+01,4286,1.17,-2.4,-0.93,-3.33,255 231 194
G7III,2.2,1.29E+02,2.12E+01,4286,1.17,0.4,-0.93,-0.53,255 234 207
G7IV,1.5,6.84E+00,3.28E+00,5230,0.85,3,-0.34,2.66,255 231 205
G7V,0.9,6.84E-01,1.04E+00,5230,0.85,5.5,-0.34,5.16,255 244 235
G7VI,0.7,2.06E-01,5.70E-01,5230,0.85,6.8,-0.34,6.46,255 244 235
G8Ia0,12.5,1.13E+06,2.04E+03,4229,1.19,-9.4,-0.98,-10.38,255 220 167
G8Ia,8.1,1.96E+05,8.51E+02,4229,1.19,-7.5,-0.98,-8.48,255 220 167
G8Ib,3.6,1.49E+04,2.34E+02,4229,1.19,-4.7,-0.98,-5.68,255 220 167
G8II,2.9,1.96E+03,8.51E+01,4229,1.19,-2.5,-0.98,-3.48,255 229 189
G8III,2.2,1.24E+02,2.14E+01,4229,1.19,0.5,-0.98,-0.48,255 231 199
G8IV,1.5,6.50E+00,3.34E+00,5120,0.89,3.1,-0.38,2.72,255 233 211
G8V,0.8,6.50E-01,1.06E+00,5120,0.89,5.6,-0.38,5.22,255 237 222
G8VI,0.7,1.79E-01,5.54E-01,5120,0.89,7,-0.38,6.62,255 237 222
G9Ia0,12.5,1.19E+06,2.16E+03,4171,1.21,-9.4,-1.04,-10.44,255 221 174
G9Ia,8.1,2.07E+05,8.98E+02,4171,1.21,-7.5,-1.04,-8.54,255 221 174
G9Ib,3.8,1.57E+04,2.47E+02,4171,1.21,-4.7,-1.04,-5.74,255 221 174
G9II,3,2.07E+03,8.98E+01,4171,1.21,-2.5,-1.04,-3.54,255 227 184
G9III,2.3,1.31E+02,2.26E+01,4171,1.21,0.5,-1.04,-0.54,255 231 196
G9IV,1.6,6.80E+00,3.57E+00,5010,0.92,3.1,-0.43,2.67,255 229 200
G9V,0.8,5.66E-01,1.03E+00,5010,0.92,5.8,-0.43,5.37,255 239 221
G9VI,0.7,1.71E-01,5.66E-01,5010,0.92,7.1,-0.43,6.67,255 239 221
K0Ia0,12.5,1.26E+06,2.28E+03,4114,1.24,-9.4,-1.1,-10.5,255 221 181
K0Ia,8.2,2.19E+05,9.50E+02,4114,1.24,-7.5,-1.1,-8.6,255 221 181
K0Ib,3.9,1.66E+04,2.62E+02,4114,1.24,-4.7,-1.1,-5.8,255 221 181
K0II,3.1,2.19E+03,9.50E+01,4114,1.24,-2.5,-1.1,-3.6,255 226 180
K0III,2.3,1.38E+02,2.39E+01,4114,1.24,0.5,-1.1,-0.6,255 227 190
K0IV,1.6,7.16E+00,3.83E+00,4900,0.96,3.1,-0.49,2.61,255 225 189
K0V,0.8,5.43E-01,1.05E+00,4900,0.96,5.9,-0.49,5.41,255 238 221
K0VI,0.7,1.50E-01,5.53E-01,4900,0.96,7.3,-0.49,6.81,255 238 221
K1Ia0,12.5,1.22E+06,2.30E+03,4057,1.26,-9.3,-1.17,-10.47,255 220 177
K1Ia,8.3,2.12E+05,9.60E+02,4057,1.26,-7.4,-1.17,-8.57,255 220 177
K1Ib,4.1,1.76E+04,2.77E+02,4057,1.26,-4.7,-1.17,-5.87,255 220 177
K1II,3.3,2.32E+03,1.01E+02,4057,1.26,-2.5,-1.17,-3.67,255 224 175
K1III,2.4,1.61E+02,2.64E+01,4057,1.26,0.4,-1.17,-0.77,255 223 181
K1IV,1.6,7.71E+00,4.21E+00,4760,1,3.1,-0.57,2.53,255 216 171
K1V,0.8,4.43E-01,1.01E+00,4760,1,6.2,-0.57,5.63,255 224 188
K1VI,0.6,1.34E-01,5.55E-01,4760,1,7.5,-0.57,6.93,255 224 188
K2Ia0,13.3,1.30E+06,2.44E+03,4000,1.28,-9.3,-1.23,-10.53,255 211 135
K2Ia,8.8,2.25E+05,1.02E+03,4000,1.28,-7.4,-1.23,-8.63,255 211 135
K2Ib,4.3,2.06E+04,3.08E+02,4000,1.28,-4.8,-1.23,-6.03,255 211 135
K2II,3.4,2.47E+03,1.07E+02,4000,1.28,-2.5,-1.23,-3.73,255 222 170
K2III,2.5,2.06E+02,3.08E+01,4000,1.28,0.2,-1.23,-1.03,255 221 175
K2IV,1.6,8.38E+00,4.66E+00,4620,1.05,3.1,-0.66,2.44,255 229 202
K2V,0.7,4.01E-01,1.02E+00,4620,1.05,6.4,-0.66,5.74,255 227 196
K2VI,0.6,1.21E-01,5.60E-01,4620,1.05,7.7,-0.66,7.04,255 227 196
K3Ia0,14.2,1.46E+06,2.72E+03,3900,1.32,-9.3,-1.36,-10.66,255 204 128
K3Ia,9.4,2.53E+05,1.14E+03,3900,1.32,-7.4,-1.36,-8.76,255 204 128
K3Ib,4.6,2.53E+04,3.59E+02,3900,1.32,-4.9,-1.36,-6.26,255 204 128
K3II,3.6,2.77E+03,1.19E+02,3900,1.32,-2.5,-1.36,-3.86,255 220 166
K3III,2.6,2.53E+02,3.59E+01,3900,1.32,0.1,-1.36,-1.26,255 216 167
K3IV,1.7,9.22E+00,5.19E+00,4480,1.1,3.1,-0.76,2.34,255 219 167
K3V,0.7,3.35E-01,9.90E-01,4480,1.1,6.7,-0.76,5.94,255 222 195
K3VI,0.6,1.01E-01,5.44E-01,4480,1.1,8,-0.76,7.24,255 222 195
K4Ia0,15,1.65E+06,3.06E+03,3800,1.36,-9.3,-1.5,-10.8,255 201 118
K4Ia,9.9,2.62E+05,1.22E+03,3800,1.36,-7.3,-1.5,-8.8,255 201 118
K4Ib,4.8,3.15E+04,4.22E+02,3800,1.36,-5,-1.5,-6.5,255 201 118
K4II,3.8,3.15E+03,1.33E+02,3800,1.36,-2.5,-1.5,-4,255 218 161
K4III,2.7,3.45E+02,4.42E+01,3800,1.36,-0.1,-1.5,-1.6,255 211 146
K4IV,1.7,1.03E+01,5.84E+00,4340,1.15,3.1,-0.88,2.22,255 218 166
K4V,0.7,3.10E-01,1.02E+00,4340,1.15,6.9,-0.88,6.02,255 216 181
K4VI,0.5,9.36E-02,5.58E-01,4340,1.15,8.2,-0.88,7.32,255 216 181
K5Ia0,15.8,1.90E+06,3.46E+03,3700,1.41,-9.3,-1.65,-10.95,255 209 154
K5Ia,10.4,3.01E+05,1.38E+03,3700,1.41,-7.3,-1.65,-8.95,255 209 154
K5Ib,5,3.96E+04,4.99E+02,3700,1.41,-5.1,-1.65,-6.75,255 209 154
K5II,3.9,3.62E+03,1.51E+02,3700,1.41,-2.5,-1.65,-4.15,255 216 156
K5III,2.8,4.35E+02,5.23E+01,3700,1.41,-0.2,-1.65,-1.85,255 204 138
K5IV,1.8,1.06E+01,6.33E+00,4200,1.2,3.2,-1.01,2.19,255 217 165
K5V,0.7,2.66E-01,1.00E+00,4200,1.2,7.2,-1.01,6.19,255 210 161
K5VI,0.5,8.80E-02,5.78E-01,4200,1.2,8.4,-1.01,7.39,255 210 161
K6Ia0,15.8,1.85E+06,3.38E+03,3717,1.4,-9.3,-1.62,-10.92,255 208 152
K6Ia,10.6,2.94E+05,1.35E+03,3717,1.4,-7.3,-1.62,-8.92,255 208 152
K6Ib,5.3,4.24E+04,5.12E+02,3717,1.4,-5.2,-1.62,-6.82,255 208 152
K6II,4.2,3.53E+03,1.48E+02,3717,1.4,-2.5,-1.62,-4.12,255 214 152
K6III,3,4.65E+02,5.36E+01,3717,1.4,-0.3,-1.62,-1.92,255 206 140
K6IV,1.8,1.22E+01,7.26E+00,4060,1.26,3.2,-1.16,2.04,255 216 164
K6V,0.6,2.11E-01,9.57E-01,4060,1.26,7.6,-1.16,6.44,255 205 152
K6VI,0.5,7.67E-02,5.77E-01,4060,1.26,8.7,-1.16,7.54,255 205 152
K7Ia0,15.8,1.81E+06,3.32E+03,3733,1.39,-9.3,-1.59,-10.89,255 207 150
K7Ia,10.7,2.62E+05,1.26E+03,3733,1.39,-7.2,-1.59,-8.79,255 207 150
K7Ib,5.7,4.55E+04,5.26E+02,3733,1.39,-5.3,-1.59,-6.89,255 207 150
K7II,4.4,3.45E+03,1.45E+02,3733,1.39,-2.5,-1.59,-4.09,255 212 147
K7III,3.1,4.99E+02,5.50E+01,3733,1.39,-0.4,-1.59,-1.99,255 208 142
K7IV,1.9,1.42E+01,8.43E+00,3920,1.31,3.2,-1.33,1.87,255 216 163
K7V,0.6,1.87E-01,9.67E-01,3920,1.31,7.9,-1.33,6.57,255 199 142
K7VI,0.4,6.80E-02,5.83E-01,3920,1.31,9,-1.33,7.67,255 199 142
K8Ia0,15.8,1.77E+06,3.25E+03,3750,1.38,-9.3,-1.57,-10.87,255 206 147
K8Ia,10.9,2.56E+05,1.23E+03,3750,1.38,-7.2,-1.57,-8.77,255 206 147
K8Ib,6,4.44E+04,5.15E+02,3750,1.38,-5.3,-1.57,-6.87,255 206 147
K8II,4.6,3.69E+03,1.48E+02,3750,1.38,-2.6,-1.57,-4.17,255 210 142
K8III,3.3,5.34E+02,5.64E+01,3750,1.38,-0.5,-1.57,-2.07,255 206 139
K8IV,1.9,1.70E+01,9.90E+00,3780,1.37,3.2,-1.52,1.68,255 215 162
K8V,0.6,1.55E-01,9.46E-01,3780,1.37,8.3,-1.52,6.78,255 209 174
K8VI,0.3,5.62E-02,5.70E-01,3780,1.37,9.4,-1.52,7.88,255 209 174
K9Ia0,15.8,1.83E+06,3.35E+03,3725,1.39,-9.3,-1.61,-10.91,255 205 145
K9Ia,11.1,2.65E+05,1.27E+03,3725,1.39,-7.2,-1.61,-8.81,255 205 145
K9Ib,6.3,5.04E+04,5.56E+02,3725,1.39,-5.4,-1.61,-7.01,255 205 145
K9II,4.9,3.83E+03,1.53E+02,3725,1.39,-2.6,-1.61,-4.21,255 209 138
K9III,3.4,6.06E+02,6.09E+01,3725,1.39,-0.6,-1.61,-2.21,255 205 135
K9IV,2,2.07E+01,1.18E+01,3640,1.43,3.2,-1.74,1.46,255 214 161
K9V,0.5,1.44E-01,9.82E-01,3640,1.43,8.6,-1.74,6.86,255 202 157
K9VI,0.3,4.33E-02,5.40E-01,3640,1.43,9.9,-1.74,8.16,255 202 157
M0Ia0,15.8,1.90E+06,3.46E+03,3700,1.41,-9.3,-1.65,-10.95,255 204 143
M0Ia,13.3,2.74E+05,1.31E+03,3700,1.41,-7.2,-1.65,-8.85,255 204 143
M0Ib,10.7,5.73E+04,6.00E+02,3700,1.41,-5.5,-1.65,-7.15,255 204 143
M0II,8.2,3.96E+03,1.58E+02,3700,1.41,-2.6,-1.65,-4.25,255 207 133
M0III,5.6,6.89E+02,6.58E+01,3700,1.41,-0.7,-1.65,-2.35,255 203 132
M0IV,3.1,2.60E+01,1.43E+01,3500,1.49,3.2,-1.99,1.21,255 213 160
M0V,0.5,1.25E-01,9.90E-01,3500,1.49,9,-1.99,7.01,255 195 139
M0VI,0.2,3.76E-02,5.44E-01,3500,1.49,10.3,-1.99,8.31,255 195 139
M1Ia0,15.1,2.56E+06,4.46E+03,3510,1.49,-9.3,-1.97,-11.27,255 202 138
M1Ia,12.7,3.37E+05,1.62E+03,3510,1.49,-7.1,-1.97,-9.07,255 202 138
M1Ib,10.2,7.73E+04,7.75E+02,3510,1.49,-5.5,-1.97,-7.47,255 202 138
M1II,7.8,5.86E+03,2.13E+02,3510,1.49,-2.7,-1.97,-4.67,255 205 128
M1III,5.3,9.29E+02,8.50E+01,3510,1.49,-0.7,-1.97,-2.67,255 200 121
M1IV,2.9,3.55E+01,1.84E+01,3333,1.57,3.2,-2.33,0.87,255 212 159
M1V,0.5,6.18E-02,7.68E-01,3333,1.57,10.1,-2.33,7.77,255 204 142
M1VI,0.2,1.86E-02,4.22E-01,3333,1.57,11.4,-2.33,9.07,255 204 142
M2Ia0,14.5,3.65E+06,5.95E+03,3320,1.58,-9.3,-2.36,-11.66,255 193 104
M2Ia,12.1,4.81E+05,2.16E+03,3320,1.58,-7.1,-2.36,-9.46,255 193 104
M2Ib,9.8,1.10E+05,1.03E+03,3320,1.58,-5.5,-2.36,-7.86,255 193 104
M2II,7.4,8.36E+03,2.85E+02,3320,1.58,-2.7,-2.36,-5.06,255 203 124
M2III,5.1,1.21E+03,1.08E+02,3320,1.58,-0.6,-2.36,-2.96,255 198 118
M2IV,2.7,5.09E+01,2.44E+01,3167,1.65,3.2,-2.72,0.48,255 211 157
M2V,0.4,3.21E-02,6.14E-01,3167,1.65,11.2,-2.72,8.48,255 196 131
M2VI,0.2,8.85E-03,3.22E-01,3167,1.65,12.6,-2.72,9.88,255 196 131
M3Ia0,13.8,5.07E+06,7.89E+03,3130,1.67,-9.2,-2.81,-12.01,255 192 118
M3Ia,11.6,7.33E+05,3.00E+03,3130,1.67,-7.1,-2.81,-9.91,255 192 118
M3Ib,9.3,1.68E+05,1.44E+03,3130,1.67,-5.5,-2.81,-8.31,255 192 118
M3II,7.1,1.40E+04,4.14E+02,3130,1.67,-2.8,-2.81,-5.61,255 201 119
M3III,4.8,1.84E+03,1.50E+02,3130,1.67,-0.6,-2.81,-3.41,255 200 119
M3IV,2.6,7.76E+01,3.36E+01,3000,1.74,3.2,-3.18,0.02,255 210 156
M3V,0.3,1.78E-02,5.09E-01,3000,1.74,12.3,-3.18,9.12,255 206 129
M3VI,0.2,4.90E-03,2.67E-01,3000,1.74,13.7,-3.18,10.52,255 206 129
M4Ia0,13.2,8.38E+06,1.15E+04,2940,1.77,-9.2,-3.36,-12.56,255 185 104
M4Ia,11,1.10E+06,4.18E+03,2940,1.77,-7,-3.36,-10.36,255 185 104
M4Ib,8.9,2.77E+05,2.09E+03,2940,1.77,-5.5,-3.36,-8.86,255 185 104
M4II,6.7,2.31E+04,6.04E+02,2940,1.77,-2.8,-3.36,-6.16,255 199 114
M4III,4.6,2.77E+03,2.09E+02,2940,1.77,-0.5,-3.36,-3.86,255 206 127
M4IV,2.4,1.27E+02,4.83E+01,2833,1.83,3.2,-3.71,-0.51,255 209 155
M4V,0.3,1.06E-02,4.40E-01,2833,1.83,13.4,-3.71,9.69,255 201 127
M4VI,0.1,2.66E-03,2.21E-01,2833,1.83,14.9,-3.71,11.19,255 201 127
M5Ia0,12.5,1.53E+07,1.78E+04,2750,1.88,-9.2,-4.01,-13.21,255 178 078
M5Ia,10.5,2.02E+06,6.45E+03,2750,1.88,-7,-4.01,-11.01,255 178 078
M5Ib,8.4,5.07E+05,3.23E+03,2750,1.88,-5.5,-4.01,-9.51,255 178 078
M5II,6.4,4.62E+04,9.76E+02,2750,1.88,-2.9,-4.01,-6.91,255 197 110
M5III,4.3,5.07E+03,3.23E+02,2750,1.88,-0.5,-4.01,-4.51,255 197 124
M5IV,2.3,2.07E+02,6.94E+01,2667,1.93,3.3,-4.34,-1.04,255 209 154
M5V,0.2,6.24E-03,3.81E-01,2667,1.93,14.6,-4.34,10.26,255 204 111
M5VI,0.1,1.72E-03,2.00E-01,2667,1.93,16,-4.34,11.66,255 204 111
M6Ia0,12.4,2.88E+07,2.81E+04,2560,2,-9.1,-4.8,-13.9,255 171 052
M6Ia,10.3,4.17E+06,1.07E+04,2560,2,-7,-4.8,-11.8,255 171 052
M6Ib,8.3,9.55E+05,5.12E+03,2560,2,-5.4,-4.8,-10.2,255 171 052
M6II,6.3,9.55E+04,1.62E+03,2560,2,-2.9,-4.8,-7.7,255 195 105
M6III,4.2,9.55E+03,5.12E+02,2560,2,-0.4,-4.8,-5.2,255 178 121
M6IV,2.2,4.10E+02,1.11E+02,2500,2.03,3.3,-5.08,-1.78,255 208 153
M6V,0.2,4.50E-03,3.68E-01,2500,2.03,15.7,-5.08,10.62,255 195 112
M6VI,0.1,1.63E-03,2.22E-01,2500,2.03,16.8,-5.08,11.72,255 195 112
M7Ia0,12.3,6.96E+07,5.10E+04,2370,2.12,-9.1,-5.76,-14.86,255 164 026
M7Ia,10.2,9.18E+06,1.85E+04,2370,2.12,-6.9,-5.76,-12.66,255 164 026
M7Ib,8.2,2.10E+06,8.87E+03,2370,2.12,-5.3,-5.76,-11.06,255 164 026
M7II,6.2,2.53E+05,3.07E+03,2370,2.12,-3,-5.76,-8.76,255 193 100
M7III,4.2,2.10E+04,8.87E+02,2370,2.12,-0.3,-5.76,-6.06,255 165 097
M7IV,2.1,9.26E+02,1.92E+02,2333,2.14,3.3,-5.97,-2.67,255 207 152
M7V,0.1,3.69E-03,3.83E-01,2333,2.14,16.8,-5.97,10.83,255 197 111
M7VI,0.1,1.94E-03,2.78E-01,2333,2.14,17.5,-5.97,11.53,255 197 111
M8Ia0,12.1,2.05E+08,1.03E+05,2180,2.25,-9.1,-6.93,-16.03,255 157 000
M8Ia,10.1,2.70E+07,3.76E+04,2180,2.25,-6.9,-6.93,-13.83,255 157 000
M8Ib,8.1,5.15E+06,1.64E+04,2180,2.25,-5.1,-6.93,-12.03,255 157 000
M8II,6.1,7.44E+05,6.23E+03,2180,2.25,-3,-6.93,-9.93,255 192 096
M8III,4.1,5.15E+04,1.64E+03,2180,2.25,-0.1,-6.93,-7.03,255 167 097
M8IV,2.1,2.44E+03,3.61E+02,2167,2.26,3.3,-7.02,-3.72,255 206 151
